"----------"," Entity 562588"," Report A000000 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"90","12022821","2729149", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"90","856015","191306", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"90","264065","58045", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"90","698608","162483", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"90","672895","152440", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"90","151120","35298", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"90","126424","27839", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"90","110642","25425", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"90","160487","37234", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"90","159582","40958", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"90","174592","40475", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"90","155030","36165", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"90","44518","11263", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"90","111160","23814", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"90","2464110","556737", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"90","131086","32148", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"90","119020","28731", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"90","1040633","247491", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"90","439696","99155", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"90","890528","190466", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"91","161175","37903", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"91","12074","2414", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"94","153129","28354", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"105","413389","82328", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"106","244719","46164", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"112","9816","1620", , , , , , , , , , 
"PBS SALARY AND BENEFITS","U", , , , , ,"44", ,"49", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 562588"," Report A6000W0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[562588] Report(A6000W0[00000])","Entity[562588] Report(A6000W0[00100])", ,"Entity[562588] Report(A6000W0[00300])","Entity[562588] Report(A6000W0[00400])", , ,"Entity[562588] Report(A6000W0[00700])","Entity[562588] Report(A6000W0[00800])", , , , , , , , , , , 
"PATHOLOGY MANAGER SALARY","W", ,"60","77817", , ,"5","157202", , , , , , , , , , , 
"PATHOLOGY MANAGER SALARY","W", ,"60","65643", , , , , , , , , , , , , , , 
"PATHOLOGY MANAGER SALARY","W", ,"194","13742", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 562588"," Report A6000X0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[562588] Report(A6000X0[00000])","Entity[562588] Report(A6000X0[00100])", ,"Entity[562588] Report(A6000X0[00300])", ,"Entity[562588] Report(A6000X0[00500])", ,"Entity[562588] Report(A6000X0[00700])", ,"Entity[562588] Report(A6000X0[00900])", , , , , , , , , , 
"PATHOLOGY MANAGER OTHER EXPENSE","X", ,"60", ,"2266", ,"5", ,"4578", , , , , , , , , , 
"PATHOLOGY MANAGER OTHER EXPENSE","X", ,"60", ,"1911", , , , , , , , , , , , , , 
"PATHOLOGY MANAGER OTHER EXPENSE","X", ,"194", ,"401", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 562588"," Report A6000Y0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[562588] Report(A6000Y0[00000])","Entity[562588] Report(A6000Y0[00100])", ,"Entity[562588] Report(A6000Y0[00300])","Entity[562588] Report(A6000Y0[00400])", , ,"Entity[562588] Report(A6000Y0[00700])","Entity[562588] Report(A6000Y0[00800])", , , , , , , , , , , 
"ALLIED HEALTH EDUCATION SALARY","Y", ,"23","39155", , ,"5","39155", , , , , , , , , , , 
"ALLIED HEALTH EDUCATION SALARY","Y", ,"23","58793", , ,"15","58793", , , , , , , , , , , 
"ALLIED HEALTH EDUCATION SALARY","Y", ,"23","106431", , ,"55","106431", , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 562588"," Report A6000Z0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[562588] Report(A6000Z0[00000])","Entity[562588] Report(A6000Z0[00100])", ,"Entity[562588] Report(A6000Z0[00300])", ,"Entity[562588] Report(A6000Z0[00500])", ,"Entity[562588] Report(A6000Z0[00700])", ,"Entity[562588] Report(A6000Z0[00900])", , , , , , , , , , 
"ALLIED HEALTH EDU OTH EXP","Z", ,"23", ,"7920", ,"5", ,"7920", , , , , , , , , , 
"ALLIED HEALTH EDU OTH EXP","Z", ,"23", ,"11892", ,"15", ,"11892", , , , , , , , , , 
"ALLIED HEALTH EDU OTH EXP","Z", ,"23", ,"21527", ,"55", ,"21527", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 562588"," Report A600AA0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[562588] Report(A600AA0[00000])","Entity[562588] Report(A600AA0[00100])", ,"Entity[562588] Report(A600AA0[00300])","Entity[562588] Report(A600AA0[00400])", , ,"Entity[562588] Report(A600AA0[00700])","Entity[562588] Report(A600AA0[00800])", , , , , , , , , , , 
"TEACHING PHYSICIAN SALARY","AA", ,"22","14127789", , ,"5","145316", , , , , , , , , , , 
"TEACHING PHYSICIAN SALARY","AA", , , , , ,"31","1234", , , , , , , , , , , 
"TEACHING PHYSICIAN SALARY","AA", , , , , ,"50","1661484", , , , , , , , , , , 
"TEACHING PHYSICIAN SALARY","AA", , , , , ,"53","1081685", , , , , , , , , , , 
"TEACHING PHYSICIAN SALARY","AA", , , , , ,"53","68732", , , , , , , , , , , 
"TEACHING PHYSICIAN SALARY","AA", , , , , ,"54","2178852", , , , , , , , , , , 
"TEACHING PHYSICIAN SALARY","AA", , , , , ,"55","14352", , , , , , , , , , , 
"TEACHING PHYSICIAN SALARY","AA", , , , , ,"56","83199", , , , , , , , , , , 
"TEACHING PHYSICIAN SALARY","AA", , , , , ,"59","210520", , , , , , , , , , , 
"TEACHING PHYSICIAN SALARY","AA", , , , , ,"60","109571", , , , , , , , , , , 
"TEACHING PHYSICIAN SALARY","AA", , , , , ,"60","298692", , , , , , , , , , , 
"TEACHING PHYSICIAN SALARY","AA", , , , , ,"65","460250", , , , , , , , , , , 
"TEACHING PHYSICIAN SALARY","AA", , , , , ,"69","285082", , , , , , , , , , , 
"TEACHING PHYSICIAN SALARY","AA", , , , , ,"70","61341", , , , , , , , , , , 
"TEACHING PHYSICIAN SALARY","AA", , , , , ,"90","4664638", , , , , , , , , , , 
"TEACHING PHYSICIAN SALARY","AA", , , , , ,"90","111061", , , , , , , , , , , 
"TEACHING PHYSICIAN SALARY","AA", , , , , ,"90","238340", , , , , , , , , , , 
"TEACHING PHYSICIAN SALARY","AA", , , , , ,"90","344524", , , , , , , , , , , 
"TEACHING PHYSICIAN SALARY","AA", , , , , ,"90","68290", , , , , , , , , , , 
"TEACHING PHYSICIAN SALARY","AA", , , , , ,"90","4562", , , , , , , , , , , 
"TEACHING PHYSICIAN SALARY","AA", , , , , ,"90","15240", , , , , , , , , , , 
"TEACHING PHYSICIAN SALARY","AA", , , , , ,"90","41678", , , , , , , , , , , 
"TEACHING PHYSICIAN SALARY","AA", , , , , ,"90","19012", , , , , , , , , , , 
"TEACHING PHYSICIAN SALARY","AA", , , , , ,"90","2749", , , , , , , , , , , 
"TEACHING PHYSICIAN SALARY","AA", , , , , ,"90","42269", , , , , , , , , , , 
"TEACHING PHYSICIAN SALARY","AA", , , , , ,"90","411260", , , , , , , , , , , 
"TEACHING PHYSICIAN SALARY","AA", , , , , ,"90","68702", , , , , , , , , , , 
"TEACHING PHYSICIAN SALARY","AA", , , , , ,"91","1313634", , , , , , , , , , , 
"TEACHING PHYSICIAN SALARY","AA", , , , , ,"91","71579", , , , , , , , , , , 
"TEACHING PHYSICIAN SALARY","AA", , , , , ,"105","49941", , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 562588"," Report A600AB0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[562588] Report(A600AB0[00000])","Entity[562588] Report(A600AB0[00100])", ,"Entity[562588] Report(A600AB0[00300])","Entity[562588] Report(A600AB0[00400])", , ,"Entity[562588] Report(A600AB0[00700])","Entity[562588] Report(A600AB0[00800])", , , , , , , , , , , 
"KIDNEY ACQUISTION SALARY","AB", ,"90","316771", , ,"105","361796", , , , , , , , , , , 
"KIDNEY ACQUISTION SALARY","AB", ,"106","4681", , , , , , , , , , , , , , , 
"KIDNEY ACQUISTION SALARY","AB", ,"109","28058", , , , , , , , , , , , , , , 
"KIDNEY ACQUISTION SALARY","AB", ,"112","12286", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 562588"," Report A600AC0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[562588] Report(A600AC0[00000])","Entity[562588] Report(A600AC0[00100])", ,"Entity[562588] Report(A600AC0[00300])","Entity[562588] Report(A600AC0[00400])", , ,"Entity[562588] Report(A600AC0[00700])","Entity[562588] Report(A600AC0[00800])", , , , , , , , , , , 
"HEART ACQUISTION SALARY","AC", ,"90","94988", , ,"106","168044", , , , , , , , , , , 
"HEART ACQUISTION SALARY","AC", ,"105","38832", , , , , , , , , , , , , , , 
"HEART ACQUISTION SALARY","AC", ,"112","34224", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 562588"," Report A600AD0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[562588] Report(A600AD0[00000])","Entity[562588] Report(A600AD0[00100])", ,"Entity[562588] Report(A600AD0[00300])", ,"Entity[562588] Report(A600AD0[00500])", ,"Entity[562588] Report(A600AD0[00700])", ,"Entity[562588] Report(A600AD0[00900])", , , , , , , , , , 
"HEART AND PANCREAS ORGAN ACQUISTION","AD", ,"90", ,"558432", ,"105", ,"514650", , , , , , , , , , 
"HEART AND PANCREAS ORGAN ACQUISTION","AD", ,"109", ,"50325", ,"106", ,"94107", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 562588"," Report A600AE0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[562588] Report(A600AE0[00000])","Entity[562588] Report(A600AE0[00100])", ,"Entity[562588] Report(A600AE0[00300])", ,"Entity[562588] Report(A600AE0[00500])", ,"Entity[562588] Report(A600AE0[00700])", ,"Entity[562588] Report(A600AE0[00900])", , , , , , , , , , 
"HEART AND PANCREAS OTH EXP","AE", ,"109", ,"190066", ,"105", ,"190066", , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 562588"," Report A600AF0 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","CODE","","","","","","","","","A-7", , , , , , , , , 
"EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref.", , , , , , , , , 
"","1","2","3","4","5","6","7","8","9","10", , , , , , , , , 
"Entity[562588] Report(A600AF0[00000])","Entity[562588] Report(A600AF0[00100])", ,"Entity[562588] Report(A600AF0[00300])","Entity[562588] Report(A600AF0[00400])", , ,"Entity[562588] Report(A600AF0[00700])","Entity[562588] Report(A600AF0[00800])", , , , , , , , , , , 
"TRANSPLANT SALARY","AF", ,"105","91399", , ,"90","102430", , , , , , , , , , , 
"TRANSPLANT SALARY","AF", ,"109","11031", , ,"105","875252", , , , , , , , , , , 
"TRANSPLANT SALARY","AF", ,"90","875252", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 562588"," Report A700001 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","","","","Acquisitions","","","Disposals","","Fully", , , , , , , , , , 
"","","","Beginning","","","","and","Ending","Depreciated", , , , , , , , , , 
"","Description","","Balances","Purchases","Donation","Total","Retirements","Balance","Assets", , , , , , , , , , 
"","","","1","2","3","4","5","6","7", , , , , , , , , , 
 ,"Entity[562588] Report(A700001[00100])","Entity[562588] Report(A700001[00200])", ,"Entity[562588] Report(A700001[00400])","Entity[562588] Report(A700001[00500])","Entity[562588] Report(A700001[00600])", , , , , , , , , , , , , 
 ,"30522471","9746831", ,"9746831", ,"40269302", , , , , , , , , , , , , 
 ,"13779106","26003", ,"26003", ,"13805109", , , , , , , , , , , , , 
 ,"441936006","89356323", ,"89356323", ,"531292329", , , , , , , , , , , , , 
 ,"135457346", , , ,"28104251","107353095", , , , , , , , , , , , , 
 ,"578293421", , , ,"258962185","319331236", , , , , , , , , , , , , 
 ,"1199988350","99129157", ,"99129157","287066436","1012051071", , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 562588"," Report A700002 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","","","","Acquisitions","","","Disposals","","Fully", , , , , , , , , , 
"","","","Beginning","","","","and","Ending","Depreciated", , , , , , , , , , 
"","Description","","Balances","Purchases","Donation","Total","Retirements","Balance","Assets", , , , , , , , , , 
"","","","1","2","3","4","5","6","7", , , , , , , , , , 
 , , , , , , , , ,"Entity[562588] Report(A700002[00900])", , , , , ,"Entity[562588] Report(A700002[01500])", , , , 
 , , , , , , , , ,"1986806", , , , , ,"1986806", , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 562588"," Report A700003 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","","","","Acquisitions","","","Disposals","","Fully", , , , , , , , , , 
"","","","Beginning","","","","and","Ending","Depreciated", , , , , , , , , , 
"","Description","","Balances","Purchases","Donation","Total","Retirements","Balance","Assets", , , , , , , , , , 
"","","","1","2","3","4","5","6","7", , , , , , , , , , 
 ,"Entity[562588] Report(A700003[00100])", ,"Entity[562588] Report(A700003[00300])","Entity[562588] Report(A700003[00400])", , , , ,"Entity[562588] Report(A700003[00900])", , , , , ,"Entity[562588] Report(A700003[01500])", , , , 
 ,"638645424", ,"638645424","1", , , , ,"58426439", , , , , ,"58426439", , , , 
 , , , , , , , , ,"2165619", , , , , ,"2165619", , , , 
 ,"319331236", ,"319331236","0", , , , ,"61112404", , , , , ,"61112404", , , , 
 , , , , , , , , ,"1959668", , , , , ,"1959668", , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 562588"," Report A800000 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"DESCRIPTION (1)","","","WORKSHEET A TO/FROM WHICH","","Wkst.", , , , , , , , , , , , , , 
"","","","THE AMOUNT IS TO BE ADJUSTED","","A-7", , , , , , , , , , , , , , 
"","BASIS/CODE (2)","AMOUNT","COST CENTER","LINE #","Ref.", , , , , , , , , , , , , , 
"","1","2","3","4","5", , , , , , , , , , , , , , 
"Entity[562588] Report(A800000[00000])","Entity[562588] Report(A800000[00100])","Entity[562588] Report(A800000[00200])","Entity[562588] Report(A800000[00300])","Entity[562588] Report(A800000[00400])", , , , , , , , , , , , , , , 
 , ,"-215884569", , , , , , , , , , , , , , , , , 
 , ,"176260810", , , , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - LAB SERVIC","B","-8443440","LABORATORY","60", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - MISCELLANO","B","-483646","ADMINISTRATIVE & GENERAL","5", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - MISCELLANO","B","-3492487","DIETARY","10", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - MISCELLANO","B","-329408","CHILDRENS DIETARY","10", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - MISCELLANO","B","-4470","NURSING ADMINISTRATION","13", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - MISCELLANO","B","-336070","PHARMACY","15", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - MISCELLANO","B","-65","I&R SERVICES-SALARY & FRINGES APPRV","21", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - MISCELLANO","B","-125277","I&R SERVICES-OTHER PRGM COSTS APPRV","22", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - MISCELLANO","B","-24243","OPERATING ROOM","50", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - MISCELLANO","B","16207","ANESTHESIOLOGY","53", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - MISCELLANO","B","-41869","RADIOLOGY-DIAGNOSTIC","54", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - MISCELLANO","B","-5405","ANATOMIC PATHOLOGY","60", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - MISCELLANO","B","-2839","BLOOD STORING  PROCESSING & TRANS.","63", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - MISCELLANO","B","-6493","INTRAVENOUS THERAPY","64", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - MISCELLANO","B","-5625","PULMONARY LAB","65", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - MISCELLANO","B","-7902","PHYSICAL THERAPY","66", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - MISCELLANO","B","-96861","AUDIOLOGY","68", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - MISCELLANO","B","-39510","ELECTROENCEPHALOGRAPHY","70", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - MISCELLANO","B","-3224","CARDIAC REHAB","76", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - MISCELLANO","B","-854238","CLINIC","90", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - MISCELLANO","B","-3750","CLINIC-KILLEEN","90", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - MISCELLANO","B","-460","CLINIC-FPC","90", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - MISCELLANO","B","-200","CLINIC-GATESVILLE","90", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - MISCELLANO","B","-63889","CLINIC-WACO","90", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - MISCELLANO","B","-80","CLINIC-BELLMEAD","90", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - MISCELLANO","B","-330","CLINIC-HEMINGWAY","90", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - MISCELLANO","B","-900","CLINIC-WESTFIELD","90", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - MISCELLANO","B","-150","CLINIC CHILDRENS","90", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - MISCELLANO","B","-350101","EMERGENCY","91", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - MISCELLANO","B","-455757","HOSPICE","116", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - PHYSICIAN","B","-250000","ADMINISTRATIVE & GENERAL","5", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - PHYSICIAN","B","-3545655","I&R SERVICES-SALARY & FRINGES APPRV","21", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - PHYSICIAN","B","-78156","I&R SERVICES-OTHER PRGM COSTS APPRV","22", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - PHYSICIAN","B","-1493004","ANESTHESIOLOGY","53", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - PHYSICIAN","B","-186938","RADIOLOGY-DIAGNOSTIC","54", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - PHYSICIAN","B","-168431","CLINIC","90", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - PHYSICIAN","B","-2218919","CLINIC-HEMINGWAY","90", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - SPONSORSHI","B","-78385","I&R SERVICES-OTHER PRGM COSTS APPRV","22", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - EDUCATION","B","-25820","ADMINISTRATIVE & GENERAL","5", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - EDUCATION","B","-212680","NURSING ADMINISTRATION","13", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - EDUCATION","B","-411795","I&R SERVICES-OTHER PRGM COSTS APPRV","22", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - EDUCATION","B","-825","RESPIRATORY THERAPY","65", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - PROD SALES","B","-66151","OPERATING ROOM","50", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - PROD SALES","B","-2596491","CLINIC","90", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - PROD SALES","B","-13421","CLINIC-NORTHSIDE","90", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - PROD SALES","B","-638","CLINIC-KILLEEN WEST","90", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - PROD SALES","B","-324846","CLINIC-HARKER HTS","90", , , , , , , , , , , , , , , 
"OTHER OPERATING REVENUE - PROD SALES","B","-195514","CLINIC-WACO","90", , , , , , , , , , , , , , , 
"FY14 IDENTIFIED NON-ALLOWABLE SALARY","A","-12615","HOUSEKEEPING","9", , , , , , , , , , , , , , , 
"COMMUNITY CONTRIBUTIONS","A","-550","ADMINISTRATIVE & GENERAL","5", , , , , , , , , , , , , , , 
"COMMUNITY CONTRIBUTIONS","A","-58935","SOCIAL SERVICE","17", , , , , , , , , , , , , , , 
"COMMUNITY CONTRIBUTIONS","A","-149239","I&R SERVICES-OTHER PRGM COSTS APPRV","22", , , , , , , , , , , , , , , 
"COMMUNITY CONTRIBUTIONS","A","-1778","KIDNEY ACQUISITION","105", , , , , , , , , , , , , , , 
"COMMUNITY CONTRIBUTIONS","A","-13959","HEART ACQUISITION","106", , , , , , , , , , , , , , , 
