"----------"," Entity 572966"," Report A000000 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"NONPATIENT OPERATING INCOME","B","-449640","LABORATORY ADMIN","18", , , , , , , , , , , , , , , 
"NONPATIENT OPERATING INCOME","B","-127821","OB/GYN ADMIN","18", , , , , , , , , , , , , , , 
"NONPATIENT OPERATING INCOME","B","-10401","ADULTS & PEDIATRICS","30", , , , , , , , , , , , , , , 
"NONPATIENT OPERATING INCOME","B","-3061","RADIOLOGY-DIAGNOSTIC","54", , , , , , , , , , , , , , , 
"NONPATIENT OPERATING INCOME","B","-843","CARDIAC CATHETERIZATION","59", , , , , , , , , , , , , , , 
"NONPATIENT OPERATING INCOME","B","-398203","LABORATORY","60", , , , , , , , , , , , , , , 
"NONPATIENT OPERATING INCOME","B","-124663","PHYSICAL THERAPY","66", , , , , , , , , , , , , , , 
"NONPATIENT OPERATING INCOME","B","-39492","SPEECH PATHOLOGY","68", , , , , , , , , , , , , , , 
"NONPATIENT OPERATING INCOME","B","-875","ELECTROCARDIOLOGY","69", , , , , , , , , , , , , , , 
"NONPATIENT OPERATING INCOME","B","-2008","ELECTROENCEPHALOGRAPHY","70", , , , , , , , , , , , , , , 
"NONPATIENT OPERATING INCOME","B","-20535","NUTRITIONAL SUPPORT","76", , , , , , , , , , , , , , , 
"NONPATIENT OPERATING INCOME","B","-25","IMMUNOLOGY","76", , , , , , , , , , , , , , , 
"NONPATIENT OPERATING INCOME","B","-14488","BONE MARROW TRANSPLANT","76", , , , , , , , , , , , , , , 
"NONPATIENT OPERATING INCOME","B","-4500","CLINIC","90", , , , , , , , , , , , , , , 
"NONPATIENT OPERATING INCOME","B","-4800","HOSPITAL BASED HEALTH CENTERS","90", , , , , , , , , , , , , , , 
"NONPATIENT OPERATING INCOME","B","-9780","EMERGENCY","91", , , , , , , , , , , , , , , 
"RENTAL INCOME - NON-SUBSIDIARY","B","-3900","HOUSEKEEPING - FEIGIN/NRI","9", , , , , , , , , , , , , , , 
"EQUIPMENT RENTAL INCOME","B","-895","DIETARY","10", , , , , , , , , , , , , , , 
"EQUIPMENT RENTAL INCOME","B","9575","NUTRITIONAL SUPPORT","76", , , , , , , , , , , , , , , 
"EQUIPMENT RENTAL INCOME","B","-93078","HOSPITAL BASED HEALTH CENTERS","90", , , , , , , , , , , , , , , 
"FOOD COURT REVENUE","B","-895","DIETARY","10", , , , , , , , , , , , , , , 
"FOOD COURT REVENUE","A","-2606980","CAFETERIA","11", , , , , , , , , , , , , , , 
"CLEAN CLAIMS INTEREST- NON TCHP","B","-912611","A&G - ALL OTHER","5", , , , , , , , , , , , , , , 
"HEALTH CENTER FACILTIY FEE","B","-21600","HOSPITAL BASED HEALTH CENTERS","90", , , , , , , , , , , , , , , 
"CONFERENCE REGISTRATION REVENUE","B","3750","A&G - ALL OTHER","5", , , , , , , , , , , , , , , 
"CONFERENCE REGISTRATION REVENUE","B","-1200","NURSING ADMINISTRATION","13", , , , , , , , , , , , , , , 
"CONFERENCE REGISTRATION REVENUE","B","-785","RESPIRATORY THERAPY","65", , , , , , , , , , , , , , , 
"CONFERENCE REGISTRATION REVENUE","B","-125731","PHYSICAL THERAPY","66", , , , , , , , , , , , , , , 
"RETAIL AND SUITE REVENUE","B","-14","DIETARY","10", , , , , , , , , , , , , , , 
"RETAIL AND SUITE REVENUE","B","-30","PHYSICAL THERAPY","66", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-1867442","CAP REL COSTS-BLDG & FIXT","1","9", , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-226111","CAPITAL REL COST - FEIGIN/NRI","1","9", , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-41462","CAP REL COSTS - MEYER","1","9", , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-47681","CAP REL COSTS-MVBLE EQUIP","2","9", , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-579231","EMPLOYEE BENEFITS DEPARTMENT","4", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-3282","NONPATIENT TELEPHONES","5", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-24329","DATA PROCESSING","5", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-9241","MATERIALS MANAGEMENT","5", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-93689","ADMITTING","5", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-77818","CASHIERING  ACCOUNTS","5", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-15204","A&G - NON RESEARCH","5", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-957","A&G - RESEARCH","5", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-145824","A&G - ALL OTHER","5", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-2459","A&G - WEST CAMPUS","5", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-305","A&G - PAVILION FOR WOMEN","5", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-7193","MAINTENANCE & REPAIRS","6", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-4481572","OPERATION OF PLANT","7", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-1548","OPER OF PLANT - FEIGIN/NRI","7", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-40557","HOUSEKEEPING","9", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-5177","HOUSEKEEPING - FEIGIN/NRI","9", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-10324","DIETARY","10", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-3396","CAFETERIA","11", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-29489","NURSING ADMINISTRATION","13", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-7990","CENTRAL SERVICES & SUPPLY","14", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-37229","PHARMACY","15", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-18963","MEDICAL RECORDS & LIBRARY","16", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-5091","SOCIAL SERVICE","17", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-589","AMBULATORY ADMIN","18", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-2369","DIAGNOSTIC IMAGING ADMIN","18", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-2071","LABORATORY ADMIN","18", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-8","PULMONARY ADMIN","18", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-436","PM&R ADMIN","18", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-1398","CARDIOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-169","RHEUMATOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-475","SURGERY ADMIN","18", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-2407","SURGERY SERVICES","18", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-6","MEYER CENTER ADMIN","18", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-327","OTOLARYNGOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-157","OPTHALMOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-752","NEUROLOGY ADMIN","18", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-169","DERMATOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-112","ADOLESCENT SPORTS MED ADMIN","18", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-10471","NEONATOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-353","HEMATOLOGY & ONCOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-136","NEUROSURGERY ADMIN","18", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-192","PEDIATRICS ADMIN","18", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-169","TRANSPLANT SERVICES ADMIN","18", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-884","CRITICAL CARE ADMIN","18", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-21","ANESTHESIOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-353","OB/GYN ADMIN","18", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-110","EMERGENCY MEDICINE ADMIN","18", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-1587","PSYCHOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-831","ANCILLARY ADMINISTRATION","18", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-685","FETAL CENTER ADMIN","18", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-60","COMMUNITY CLINIC ADMIN","18", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-616","I&R SERVICES-OTHER PRGM COSTS APPRV","22", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-125878","ADULTS & PEDIATRICS","30", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-33106","PICU","31", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-45106","NICU","31", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-15961","CVICU","31", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-22468","OPERATING ROOM","50", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-12212","RECOVERY ROOM","51", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-17616","DELIVERY ROOM & LABOR ROOM","52", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-2614","ANESTHESIOLOGY","53", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-18159","RADIOLOGY-DIAGNOSTIC","54", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-2481","CT SCAN","57", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-3374","MRI","58", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-1920","CARDIAC CATHETERIZATION","59", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-35789","LABORATORY","60", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-4209","WHOLE BLOOD & PACKED RED BLOOD CELL","62", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-26358","RESPIRATORY THERAPY","65", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-16174","PHYSICAL THERAPY","66", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-3727","SPEECH PATHOLOGY","68", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-4177","ELECTROCARDIOLOGY","69", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-7797","ELECTROENCEPHALOGRAPHY","70", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-5441","RENAL DIALYSIS","74", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-4149","NUTRITIONAL SUPPORT","76", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-1638","IMMUNOLOGY","76", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-182","PHERESIS","76", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-2222","INFUSION CENTER","76", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-663","BONE MARROW TRANSPLANT","76", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-619","FETAL CENTER","76", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-39500","CLINIC","90", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-6181","HOSPITAL BASED HEALTH CENTERS","90", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-30278","EMERGENCY","91", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-3947","OBSERVATION BEDS-DISTINCT","92", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-314","HOME PROGRAM DIALYSIS","94", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-6571","AMBULANCE SERVICES","95", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-183","KIDNEY ACQUISITION","105", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-357","HEART ACQUISITION","106", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-424","LIVER ACQUISITION","107", , , , , , , , , , , , , , , 
"PARKING GARAGE INCOME","B","-528","LUNG ACQUISITION","108", , , , , , , , , , , , , , , 
"GRANT INCOME","B","-296804","ADMITTING","5", , , , , , , , , , , , , , , 
"GRANT INCOME","B","-88599","A&G - NON RESEARCH","5", , , , , , , , , , , , , , , 
"GRANT INCOME","B","-49700","PSYCHOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"GRANT INCOME","B","-175284","IMMUNOLOGY","76", , , , , , , , , , , , , , , 
"GRANT INCOME","B","41875","CLINIC","90", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","2868407","A&G - NON RESEARCH","5", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-346","A&G - ALL OTHER","5", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-33","A&G - WEST CAMPUS","5", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-25","A&G - PAVILION FOR WOMEN","5", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-12227","MAINTENANCE & REPAIRS","6", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-8","OPERATION OF PLANT","7", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-166","NURSING ADMINISTRATION","13", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-10","MEDICAL RECORDS & LIBRARY","16", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-53","DIAGNOSTIC IMAGING ADMIN","18", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","41","LABORATORY ADMIN","18", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-16326","CARDIOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-3368047","SURGERY ADMIN","18", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-4","MEYER CENTER ADMIN","18", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-8","NEUROLOGY ADMIN","18", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-7225","DERMATOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-17750","HEMATOLOGY & ONCOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-18","PEDIATRICS ADMIN","18", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-540337","NEPHROLOGY ADMIN","18", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-10355","ANESTHESIOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-24","OB/GYN ADMIN","18", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-11","ALLERGY & IMMUNOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-3689","PSYCHIATRY ADMIN","18", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","10153","I&R SERVICES-OTHER PRGM COSTS APPRV","22", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-2260","PICU","31", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-96343","NICU","31", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-5778","OPERATING ROOM","50", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-6","ANESTHESIOLOGY","53", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-1109","RADIOLOGY-DIAGNOSTIC","54", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-9","LABORATORY","60", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-22599","RESPIRATORY THERAPY","65", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-48607","PHYSICAL THERAPY","66", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-54","ELECTROENCEPHALOGRAPHY","70", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-12","NUTRITIONAL SUPPORT","76", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-572332","CLINIC","90", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-4","HOSPITAL BASED HEALTH CENTERS","90", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-23874","EMERGENCY","91", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-32524","RESEARCH - DEPARTMENTAL","191", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-515386","TCP","194", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-4976","VANNIE COOK CLINIC MCALLEN TX","194", , , , , , , , , , , , , , , 
"RESTRICTED FUND EXPENSE","A","-87653","COMMUNITY BASED CLINICS","194", , , , , , , , , , , , , , , 
"MISCELLANEOUS OTHER INCOME - REBATES","B","-34503","CENTRAL SERVICES & SUPPLY","14", , , , , , , , , , , , , , , 
"MISCELLANEOUS OTHER INCOME - TECO","B","-427851","OPERATION OF PLANT","7", , , , , , , , , , , , , , , 
"MISCELLANEOUS OTHER INCOME - TECO","B","-237280","OPER OF PLANT - FEIGIN/NRI","7", , , , , , , , , , , , , , , 
"MISCELLANEOUS OTHER INCOME - TECO","B","-10","HOSPITAL BASED HEALTH CENTERS","90", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-1813","EMPLOYEE BENEFITS DEPARTMENT","4", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-4020","DATA PROCESSING","5", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-931","MATERIALS MANAGEMENT","5", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-3945","ADMITTING","5", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-8500","CASHIERING  ACCOUNTS","5", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-55372","A&G - NON RESEARCH","5", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-75","A&G - RESEARCH","5", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-20739","A&G - ALL OTHER","5", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-813","A&G - WEST CAMPUS","5", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-1202","A&G - PAVILION FOR WOMEN","5", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-218","MAINTENANCE & REPAIRS","6", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-7165","OPERATION OF PLANT","7", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-80","OPER OF PLANT - FEIGIN/NRI","7", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-18595","HOUSEKEEPING","9", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-141","HOUSEKEEPING - FEIGIN/NRI","9", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-2163","DIETARY","10", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-300","CAFETERIA","11", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-26992","NURSING ADMINISTRATION","13", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-353","CENTRAL SERVICES & SUPPLY","14", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-313","PHARMACY","15", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-61093","MEDICAL RECORDS & LIBRARY","16", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-144","SOCIAL SERVICE","17", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-2887","AMBULATORY ADMIN","18", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-1425","DIAGNOSTIC IMAGING ADMIN","18", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-2459","LABORATORY ADMIN","18", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-3181","CARDIOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-10146","SURGERY ADMIN","18", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-4762","SURGERY SERVICES","18", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-81","OTOLARYNGOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-97","NEUROLOGY ADMIN","18", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-500","NEONATOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-1277","HEMATOLOGY & ONCOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-584","NEUROSURGERY ADMIN","18", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-9559","NEPHROLOGY ADMIN","18", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-1284","TRANSPLANT SERVICES ADMIN","18", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-1011","CRITICAL CARE ADMIN","18", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-1060","EMERGENCY MEDICINE ADMIN","18", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-195","PSYCHOLOGY ADMIN","18", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-537","ANCILLARY ADMINISTRATION","18", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-555","FETAL CENTER ADMIN","18", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-1164","I&R SERVICES-OTHER PRGM COSTS APPRV","22", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-12092","ADULTS & PEDIATRICS","30", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-1449","PICU","31", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-8147","NICU","31", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-309","CVICU","31", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-900","OPERATING ROOM","50", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-242","RECOVERY ROOM","51", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-199","DELIVERY ROOM & LABOR ROOM","52", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-303","RADIOLOGY-DIAGNOSTIC","54", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-316","CARDIAC CATHETERIZATION","59", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-1801","RESPIRATORY THERAPY","65", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-1158","PHYSICAL THERAPY","66", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-85","SPEECH PATHOLOGY","68", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-39","ELECTROCARDIOLOGY","69", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-1236","ELECTROENCEPHALOGRAPHY","70", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-335","RENAL DIALYSIS","74", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-27","NUTRITIONAL SUPPORT","76", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-71","IMMUNOLOGY","76", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-30","INFUSION CENTER","76", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-55","FETAL CENTER","76", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-1723","CLINIC","90", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-734","HOSPITAL BASED HEALTH CENTERS","90", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-2635","EMERGENCY","91", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-139","AMBULANCE SERVICES","95", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-79","LIVER ACQUISITION","107", , , , , , , , , , , , , , , 
"CONSIDERATIONS AND HONORARIUMS","A","-113","LUNG ACQUISITION","108", , , , , , , , , , , , , , , 
"FUNDRAISING","A","596","A&G - NON RESEARCH","5", , , , , , , , , , , , , , , 
"FUNDRAISING","A","-95","A&G - PAVILION FOR WOMEN","5", , , , , , , , , , , , , , , 
"FUNDRAISING","A","-52","MEDICAL RECORDS & LIBRARY","16", , , , , , , , , , , , , , , 
"FUNDRAISING","A","-4177","OPERATING ROOM","50", , , , , , , , , , , , , , , 
"FUNDRAISING","A","-2239514","FUNDRAISING","194", , , , , , , , , , , , , , , 
"PENALTIES","A","-6","NONPATIENT TELEPHONES","5", , , , , , , , , , , , , , , 
"PENALTIES","A","-106","DATA PROCESSING","5", , , , , , , , , , , , , , , 
"PENALTIES","A","-6829","A&G - ALL OTHER","5", , , , , , , , , , , , , , , 
"PENALTIES","A","-56","MAINTENANCE & REPAIRS","6", , , , , , , , , , , , , , , 
"PENALTIES","A","-47","OPERATION OF PLANT","7", , , , , , , , , , , , , , , 
"PENALTIES","A","-4","OPER OF PLANT - 8080/RISE","7", , , , , , , , , , , , , , , 
"PENALTIES","A","-1837","CENTRAL SERVICES & SUPPLY","14", , , , , , , , , , , , , , , 
"PENALTIES","A","-31716","PHARMACY","15", , , , , , , , , , , , , , , 
"PENALTIES","A","-506","OPERATING ROOM","50", , , , , , , , , , , , , , , 
"PENALTIES","A","-1347","ANESTHESIOLOGY","53", , , , , , , , , , , , , , , 
"PENALTIES","A","-1","RADIOLOGY-DIAGNOSTIC","54", , , , , , , , , , , , , , , 
